CustomerID,Current_Status,Churn_Probability,Tenure_Months,Monthly_Bill,Contract_Type,Internet_Service,Payment_Method,Risk_Tier
9308-ANMVE,No,0.0726372971993641,47,55.3,Month-to-month,DSL,Electronic check,Low Risk (Loyal)
3239-TPHPZ,No,0.07252770913946324,12,20.05,Two year,No,Electronic check,Low Risk (Loyal)
7233-IOQNP,No,0.07238139963481689,43,34.0,Month-to-month,DSL,Bank transfer (automatic),Low Risk (Loyal)
0661-KBKPA,No,0.07237943812141331,53,78.75,One year,DSL,Mailed check,Low Risk (Loyal)
4730-AWNAU,No,0.07236994417609136,36,60.7,One year,DSL,Credit card (automatic),Low Risk (Loyal)
5062-CJJKH,No,0.07207742346065907,25,53.65,One year,DSL,Mailed check,Low Risk (Loyal)
7677-SJJJK,No,0.0720648326695572,8,19.9,One year,No,Credit card (automatic),Low Risk (Loyal)
3800-LYTRK,No,0.07206448857949727,14,55.7,One year,DSL,Mailed check,Low Risk (Loyal)
3315-IKYZQ,No,0.07206129401722527,28,50.8,One year,DSL,Mailed check,Low Risk (Loyal)
8109-YUOHE,No,0.0719787887600854,17,56.1,One year,DSL,Mailed check,Low Risk (Loyal)
0533-UCAAU,No,0.07191556972609385,57,71.1,One year,DSL,Credit card (automatic),Low Risk (Loyal)
6616-AALSR,No,0.07189100192574929,65,104.3,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
9933-QRGTX,No,0.07168294920370147,60,97.2,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
9866-OCCKE,No,0.07162295458367814,72,109.75,Two year,Fiber optic,Mailed check,Low Risk (Loyal)
8221-EQDGL,No,0.07158018952492079,35,61.0,Month-to-month,DSL,Mailed check,Low Risk (Loyal)
7032-LMBHI,No,0.0713936656998606,37,64.65,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
3115-JPJDD,No,0.07138118327776705,59,81.25,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
4043-MKDTV,No,0.07130205359310166,71,105.25,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
9386-LDCZR,No,0.07124578895509685,43,90.65,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
9924-JPRMC,No,0.07095266678016138,72,118.2,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
9796-MVYXX,No,0.07076208821697329,14,39.7,Two year,DSL,Mailed check,Low Risk (Loyal)
0742-LAFQK,No,0.070668136098959,72,99.15,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
8879-ZKJOF,No,0.07066300725735432,41,79.85,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
5753-QQWPW,No,0.07053937109718621,28,59.9,One year,DSL,Electronic check,Low Risk (Loyal)
0661-WCQNQ,No,0.07042894462068672,22,56.25,One year,DSL,Credit card (automatic),Low Risk (Loyal)
7407-SUJIZ,No,0.07031261279293344,25,20.6,Month-to-month,No,Mailed check,Low Risk (Loyal)
1338-CECEE,No,0.07027359151370886,41,68.5,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
9362-MWODR,No,0.07026807606410591,40,64.1,Month-to-month,DSL,Credit card (automatic),Low Risk (Loyal)
4049-ZPALD,No,0.0702498919058306,64,99.0,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
5872-OEQNH,No,0.07022694056066538,60,44.45,One year,DSL,Electronic check,Low Risk (Loyal)
5278-PNYOX,No,0.07021245095446685,49,100.65,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
5039-LZRQT,No,0.07021021960586431,13,20.2,One year,No,Mailed check,Low Risk (Loyal)
9705-ZJBCG,No,0.07017633340156743,13,54.15,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
1334-PDUKM,No,0.07014580344723095,68,86.45,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
6727-IOTLZ,No,0.06985944015673878,14,81.95,Two year,DSL,Mailed check,Low Risk (Loyal)
3724-BSCVH,No,0.06978333111077181,10,20.45,One year,No,Mailed check,Low Risk (Loyal)
5524-KHNJP,No,0.06970559231941709,33,74.75,One year,DSL,Credit card (automatic),Low Risk (Loyal)
2408-PSJVE,No,0.0696941745368254,44,61.9,Month-to-month,DSL,Mailed check,Low Risk (Loyal)
1247-QBVSH,No,0.06956430224558562,43,50.2,Month-to-month,DSL,Mailed check,Low Risk (Loyal)
4385-ZKVNW,No,0.06950253291358079,44,54.9,Month-to-month,DSL,Bank transfer (automatic),Low Risk (Loyal)
1891-QRQSA,No,0.06938736674913533,64,111.6,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
6196-HBOBZ,No,0.06938194548476363,65,99.35,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
2907-ILJBN,No,0.06931116949886178,11,20.6,One year,No,Mailed check,Low Risk (Loyal)
5998-DZLYR,No,0.06912374213144211,61,94.35,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
8071-SBTRN,No,0.06911826253097907,70,111.15,Two year,Fiber optic,Mailed check,Low Risk (Loyal)
4134-BSXLX,No,0.0691089615606637,28,60.9,Month-to-month,DSL,Mailed check,Low Risk (Loyal)
9483-GCPWE,No,0.06910163689368308,9,20.1,One year,No,Mailed check,Low Risk (Loyal)
0074-HDKDG,No,0.0690839287340232,25,61.6,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
8777-MBMTS,No,0.06887280966782765,65,105.85,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
7872-RDDLZ,No,0.06873803717598065,67,54.9,Month-to-month,DSL,Electronic check,Low Risk (Loyal)
2205-LPVGL,No,0.0687241240455888,58,89.85,One year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
0716-BQNDX,No,0.06846293419314614,57,93.75,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
3915-ODIYG,No,0.06842062800254592,60,71.75,One year,DSL,Electronic check,Low Risk (Loyal)
3197-NNYNB,No,0.06838103339826217,65,105.1,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
9229-RQABD,No,0.06833524842729201,18,23.75,One year,No,Mailed check,Low Risk (Loyal)
1291-CUOCY,No,0.06831342413047058,72,110.6,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
8823-RLPWL,No,0.06821694414076132,72,110.65,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
4526-RMTLL,No,0.06814444917710179,8,76.15,Two year,DSL,Credit card (automatic),Low Risk (Loyal)
1832-PEUTS,No,0.06801267411173492,62,89.1,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
9432-RUVSL,No,0.06797705063334561,48,102.5,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
4199-QHJNM,No,0.06795968410089932,67,102.9,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
5297-MDOIR,No,0.06784713048572158,63,81.15,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
9715-SBVSU,No,0.06775479528154082,14,61.4,Two year,DSL,Bank transfer (automatic),Low Risk (Loyal)
8041-TMEID,No,0.06768060364696613,63,108.5,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
3280-MRDOF,No,0.06762947801953563,30,69.1,Two year,DSL,Credit card (automatic),Low Risk (Loyal)
8819-ZBYNA,No,0.06761757960367906,58,109.1,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
1696-HXOWK,No,0.06750168373508088,71,95.65,One year,Fiber optic,Mailed check,Low Risk (Loyal)
9711-FJTBX,No,0.06747909616693194,56,85.85,One year,Fiber optic,Mailed check,Low Risk (Loyal)
5414-OFQCB,No,0.06742365433490555,57,90.45,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
2868-LLSKM,No,0.0674080851799709,68,83.65,One year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
2788-CJQAQ,No,0.06737893951959234,13,19.45,One year,No,Mailed check,Low Risk (Loyal)
6440-DKQGE,No,0.06734510525017486,30,64.5,One year,DSL,Credit card (automatic),Low Risk (Loyal)
4933-IKULF,No,0.06717017576173245,17,20.65,One year,No,Mailed check,Low Risk (Loyal)
4072-IPYLT,No,0.06711320502909406,36,51.05,Month-to-month,DSL,Credit card (automatic),Low Risk (Loyal)
9861-PDSZP,No,0.06710855970843933,72,108.05,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
0536-BGFMZ,No,0.0670391480119699,28,20.5,Month-to-month,No,Mailed check,Low Risk (Loyal)
3739-YBWAB,No,0.06701232928576367,36,35.35,One year,DSL,Mailed check,Low Risk (Loyal)
8015-IHCGW,No,0.06699534159645955,72,115.5,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
4425-OWHWB,No,0.06689502432320454,20,19.35,One year,No,Credit card (automatic),Low Risk (Loyal)
5993-BQHEA,No,0.06683634913961481,12,20.05,One year,No,Credit card (automatic),Low Risk (Loyal)
1763-KUAAW,No,0.06677647198492709,18,20.35,One year,No,Bank transfer (automatic),Low Risk (Loyal)
1964-SVLEA,No,0.06663945955792341,20,19.7,One year,No,Mailed check,Low Risk (Loyal)
5915-DGNVC,No,0.06652707403973535,49,71.8,One year,DSL,Electronic check,Low Risk (Loyal)
7445-WMRBW,No,0.0665266418471089,48,73.85,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
1042-HFUCW,No,0.06639288647500222,25,54.75,One year,DSL,Credit card (automatic),Low Risk (Loyal)
6050-FFXES,No,0.0663896162029451,69,105.35,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
5975-BAICR,No,0.06631573124051984,36,63.7,One year,DSL,Credit card (automatic),Low Risk (Loyal)
7663-CUXZB,No,0.06624691492068334,59,113.75,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
9313-QOLTZ,No,0.06621636429553854,26,20.9,Month-to-month,No,Mailed check,Low Risk (Loyal)
6746-WAUWT,No,0.06604914217471802,19,19.7,One year,No,Credit card (automatic),Low Risk (Loyal)
1779-PWPMG,No,0.06600077972470325,72,114.65,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
5724-BIDBU,No,0.06592234295720158,49,55.35,One year,DSL,Electronic check,Low Risk (Loyal)
2636-SJDOU,No,0.0657252562847774,64,84.3,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
2388-LAESQ,No,0.06559426406912272,72,114.85,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
3696-XRIEN,No,0.06558868757509144,50,82.5,One year,DSL,Credit card (automatic),Low Risk (Loyal)
7817-OMJNA,No,0.06557443434688442,14,20.4,One year,No,Bank transfer (automatic),Low Risk (Loyal)
4670-TABXH,No,0.06534591155749428,72,109.75,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
8680-CGLTP,No,0.06533687262543433,29,58.75,One year,DSL,Electronic check,Low Risk (Loyal)
4018-KJYUY,No,0.06526172949773429,22,20.15,Month-to-month,No,Credit card (automatic),Low Risk (Loyal)
3612-YUNGG,No,0.0651760021119785,64,109.2,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
8383-SGHJU,No,0.06517567150016318,33,59.4,One year,DSL,Electronic check,Low Risk (Loyal)
6257-DTAYD,No,0.06517504770379477,71,104.15,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
1557-EMYVT,No,0.06507254793747035,43,115.05,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
1345-ZUKID,No,0.06500479820337773,14,19.35,One year,No,Mailed check,Low Risk (Loyal)
6508-NJYRO,No,0.06484334182966074,15,18.8,One year,No,Mailed check,Low Risk (Loyal)
1402-PTHGN,No,0.06468092720785337,18,61.5,One year,DSL,Mailed check,Low Risk (Loyal)
9845-PEEKO,No,0.06455354848175869,59,79.2,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
2651-ZCBXV,No,0.06442400675494607,54,108.0,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
1498-DQNRX,No,0.06428198865926205,29,19.85,Month-to-month,No,Mailed check,Low Risk (Loyal)
1163-VIPRI,No,0.06421024728161696,65,109.3,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
8741-LQOBK,No,0.06414413004027697,46,35.05,Month-to-month,DSL,Bank transfer (automatic),Low Risk (Loyal)
6734-FQAJX,No,0.06412937582511903,67,105.05,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
7255-SSFBC,No,0.06412846305268635,72,112.25,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
3363-DTIVD,No,0.06405134432203842,71,105.55,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
8883-GRDWQ,No,0.0639283137517099,20,54.0,One year,DSL,Mailed check,Low Risk (Loyal)
2592-HODOV,No,0.06386141539346027,13,19.3,One year,No,Credit card (automatic),Low Risk (Loyal)
5944-UGLLK,No,0.06384371386915834,53,54.9,One year,DSL,Credit card (automatic),Low Risk (Loyal)
0401-WDBXM,No,0.06370979940528272,72,105.55,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
8901-UPRHR,No,0.06365302907371334,72,109.2,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
7841-FCRQD,No,0.06364766455970834,33,53.75,One year,DSL,Credit card (automatic),Low Risk (Loyal)
9917-KWRBE,No,0.06359332378552338,41,78.35,One year,DSL,Credit card (automatic),Low Risk (Loyal)
8659-HDIYE,No,0.06358984313199521,64,74.65,Month-to-month,DSL,Credit card (automatic),Low Risk (Loyal)
9617-UDPEU,No,0.06335028638044063,22,19.25,One year,No,Mailed check,Low Risk (Loyal)
1480-BKXGA,No,0.0631822061851301,72,116.05,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
0862-PRCBS,No,0.06316069673565851,68,103.75,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
1930-BZLHI,No,0.0630143858424411,21,20.35,One year,No,Mailed check,Low Risk (Loyal)
4616-EWBNJ,No,0.06299764699024255,16,20.1,One year,No,Bank transfer (automatic),Low Risk (Loyal)
7868-TMWMZ,No,0.06298563023612623,60,110.0,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
1430-SFQSA,No,0.0628671092592558,29,35.6,One year,DSL,Mailed check,Low Risk (Loyal)
8756-RDDLT,No,0.06286411240787593,68,44.95,Month-to-month,DSL,Electronic check,Low Risk (Loyal)
1097-FSPVW,No,0.06277514771828488,42,54.55,Month-to-month,DSL,Credit card (automatic),Low Risk (Loyal)
6434-TTGJP,No,0.06277293677965955,10,53.7,Two year,DSL,Credit card (automatic),Low Risk (Loyal)
5442-BXVND,No,0.06259431846064939,33,24.25,Month-to-month,No,Bank transfer (automatic),Low Risk (Loyal)
1090-PYKCI,No,0.06252381734358022,69,105.1,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
0907-HQNTS,No,0.06240696879816436,70,113.0,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
8869-LIHMK,No,0.062354653266284144,64,115.1,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
3551-GAEGL,No,0.06222368595913864,34,30.4,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
6250-CGGUN,No,0.062182418956866464,54,84.4,One year,Fiber optic,Electronic check,Low Risk (Loyal)
0307-BCOPK,No,0.06178163890704566,16,19.05,One year,No,Mailed check,Low Risk (Loyal)
0484-JPBRU,No,0.061744272494648686,41,25.25,Month-to-month,No,Bank transfer (automatic),Low Risk (Loyal)
5451-YHYPW,No,0.06172388518882699,72,115.75,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
7923-IYJWY,No,0.06146231477182178,67,116.1,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
1452-XRSJV,No,0.06145431265047136,39,51.05,Month-to-month,DSL,Credit card (automatic),Low Risk (Loyal)
3407-JMJQQ,No,0.06141179806784476,71,109.0,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
2988-QRAJY,No,0.06140839566906995,69,110.05,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
4906-ZHGPK,No,0.06133696097018246,54,70.7,One year,DSL,Electronic check,Low Risk (Loyal)
4508-OEBEY,No,0.06128343005563294,31,75.5,One year,DSL,Credit card (automatic),Low Risk (Loyal)
9766-HGEDE,No,0.06126504798369239,17,19.35,One year,No,Mailed check,Low Risk (Loyal)
6427-FEFIG,No,0.06125675380753628,24,78.6,Two year,DSL,Credit card (automatic),Low Risk (Loyal)
3721-CNZHX,No,0.06115291926422333,15,19.8,One year,No,Mailed check,Low Risk (Loyal)
8328-SKJNO,No,0.061085152423850556,23,40.65,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
3131-NWVFJ,No,0.061036969125728764,14,19.55,One year,No,Mailed check,Low Risk (Loyal)
5135-GRQJV,No,0.0609690437168154,72,114.5,Two year,Fiber optic,Mailed check,Low Risk (Loyal)
4815-YOSUK,No,0.06089514853386727,72,104.9,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
8707-RMEZH,No,0.06082209976510035,69,87.3,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
8792-AOROI,No,0.06080125207828173,8,65.5,Two year,DSL,Mailed check,Low Risk (Loyal)
8016-ZMGMO,No,0.0607331852661191,66,70.85,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
8029-XYPWT,No,0.06069141691417074,71,115.05,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
0829-DDVLK,No,0.060668805478456815,15,20.1,One year,No,Credit card (automatic),Low Risk (Loyal)
3243-ZHOHY,No,0.060644250030437365,16,20.1,One year,No,Mailed check,Low Risk (Loyal)
1545-JFUML,No,0.060639194773021377,71,99.0,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
4057-FKCZK,No,0.060572790003091875,58,82.5,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
8224-UAXBZ,No,0.0603975570076415,58,45.35,One year,DSL,Electronic check,Low Risk (Loyal)
2171-UDMFD,No,0.06029687573973008,32,19.45,Month-to-month,No,Credit card (automatic),Low Risk (Loyal)
6416-JNVRK,No,0.06017477538456132,46,55.65,One year,DSL,Credit card (automatic),Low Risk (Loyal)
7707-PYBBH,No,0.06015827574198229,40,61.9,Month-to-month,DSL,Mailed check,Low Risk (Loyal)
2639-UGMAZ,No,0.06012387113084904,71,56.45,One year,DSL,Electronic check,Low Risk (Loyal)
7279-NMVJC,No,0.06003625069844861,17,19.9,One year,No,Bank transfer (automatic),Low Risk (Loyal)
2144-ESWKO,No,0.05999840977547481,43,35.2,One year,DSL,Credit card (automatic),Low Risk (Loyal)
7801-CEDNV,No,0.05998064555957417,27,48.7,One year,DSL,Credit card (automatic),Low Risk (Loyal)
9621-OUPYD,No,0.05993980112263565,25,20.2,One year,No,Bank transfer (automatic),Low Risk (Loyal)
4323-ELYYB,No,0.059748095271238484,13,20.0,One year,No,Mailed check,Low Risk (Loyal)
6893-ODYYE,No,0.05959662895477862,50,90.1,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
4522-XRWWI,No,0.05958705587873583,42,80.45,One year,DSL,Credit card (automatic),Low Risk (Loyal)
6075-QMNRR,No,0.05947973595344352,52,49.75,Month-to-month,DSL,Bank transfer (automatic),Low Risk (Loyal)
8690-UPCZI,No,0.05947396140365668,29,69.05,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
9127-FHJBZ,No,0.05942848513471584,72,114.0,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
3580-HYCSP,No,0.05942662009399155,72,110.3,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
0357-NVCRI,No,0.05937855786650556,25,20.05,Month-to-month,No,Credit card (automatic),Low Risk (Loyal)
3026-ATZYV,No,0.05928749114762912,37,75.1,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
8434-PNQZX,No,0.059282383949937144,42,78.45,Two year,DSL,Credit card (automatic),Low Risk (Loyal)
7576-ASEJU,No,0.05926665646208076,41,74.7,One year,DSL,Credit card (automatic),Low Risk (Loyal)
3705-RHRFR,No,0.05908069202449175,69,99.15,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
1760-CAZHT,No,0.05900944725689238,25,20.8,Month-to-month,No,Mailed check,Low Risk (Loyal)
0020-INWCK,No,0.05897912309330501,71,95.75,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
0530-IJVDB,No,0.058857597146955085,70,114.6,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
9142-XMYJH,No,0.05867758276950625,29,19.35,Month-to-month,No,Credit card (automatic),Low Risk (Loyal)
5214-NLTIT,No,0.05867269455594413,72,90.8,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
8898-KASCD,No,0.05866163483862911,39,35.55,One year,DSL,Mailed check,Low Risk (Loyal)
3224-DFQNQ,No,0.05860180440931107,66,89.0,One year,Fiber optic,Electronic check,Low Risk (Loyal)
8226-BXGES,No,0.05854922908837635,64,89.45,One year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
6174-NRBTZ,No,0.05850917762187281,46,30.75,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
8628-MFKAX,No,0.058490627190718306,72,116.75,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
5505-OVWQW,No,0.05844833891087024,17,20.15,One year,No,Mailed check,Low Risk (Loyal)
3766-EJLFL,No,0.05829681945479905,68,109.05,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
0635-WKOLD,No,0.05826580703847318,40,70.75,One year,DSL,Credit card (automatic),Low Risk (Loyal)
9845-QOMAD,No,0.05826557106375741,14,19.75,One year,No,Mailed check,Low Risk (Loyal)
6878-GGDWG,No,0.05819220574636543,32,19.4,Month-to-month,No,Bank transfer (automatic),Low Risk (Loyal)
9931-DCEZH,No,0.05811504582834449,28,54.4,One year,DSL,Credit card (automatic),Low Risk (Loyal)
5236-XMZJY,No,0.058049059400624006,42,59.65,Month-to-month,DSL,Bank transfer (automatic),Low Risk (Loyal)
4311-QTTAI,No,0.05795820022460155,16,19.35,One year,No,Credit card (automatic),Low Risk (Loyal)
3301-VKTGC,No,0.057866181458943455,68,85.5,One year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
3178-CIFOT,No,0.05784454651489854,23,19.65,One year,No,Credit card (automatic),Low Risk (Loyal)
9558-IHEZX,No,0.05783613375663355,71,106.75,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
6048-UWKAL,No,0.05780444921574789,69,105.4,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
7609-NRNCA,No,0.05768994698677173,17,19.55,One year,No,Mailed check,Low Risk (Loyal)
4909-JOUPP,No,0.057645152151904404,72,109.7,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
6904-JLBGY,No,0.05758806943547899,72,117.35,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
9351-HXDMR,No,0.05754841020580863,72,110.9,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
0422-OHQHQ,No,0.057412847590117666,15,20.55,One year,No,Mailed check,Low Risk (Loyal)
1094-BKOSX,No,0.057382002564727655,45,51.0,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
6551-ZCOTS,No,0.05733172996888634,33,24.9,One year,No,Bank transfer (automatic),Low Risk (Loyal)
2323-ARSVR,No,0.05725858318480494,67,111.05,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
7925-PNRGI,No,0.05710623709900675,45,81.3,Month-to-month,DSL,Mailed check,Low Risk (Loyal)
1702-CCFNJ,No,0.05693614632618451,52,61.35,Month-to-month,DSL,Bank transfer (automatic),Low Risk (Loyal)
1474-JUWSM,No,0.05686346913099818,58,68.4,One year,DSL,Electronic check,Low Risk (Loyal)
2364-UFROM,No,0.05683386118843594,30,70.4,One year,DSL,Electronic check,Low Risk (Loyal)
3214-IYUUQ,No,0.05678182097891577,61,93.7,One year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
7696-AMHOD,No,0.056770295106578966,49,78.0,One year,DSL,Credit card (automatic),Low Risk (Loyal)
7191-ADRGF,No,0.05670285475046372,44,54.3,Two year,DSL,Bank transfer (automatic),Low Risk (Loyal)
5671-RQRLP,No,0.05667079921977299,70,75.65,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
1661-CZBAU,No,0.05663906348750383,48,70.95,One year,DSL,Bank transfer (automatic),Low Risk (Loyal)
8591-TKMZH,No,0.05663223062321396,59,111.1,Two year,Fiber optic,Mailed check,Low Risk (Loyal)
1131-ALZWV,No,0.05657985110643153,24,24.6,One year,No,Bank transfer (automatic),Low Risk (Loyal)
8559-WNQZS,No,0.05652782392544106,1,20.45,Two year,No,Mailed check,Low Risk (Loyal)
3969-JQABI,No,0.05650426896518187,58,65.25,Month-to-month,DSL,Credit card (automatic),Low Risk (Loyal)
3452-FLHYD,No,0.05648539348811082,25,20.95,One year,No,Bank transfer (automatic),Low Risk (Loyal)
2710-WYVXG,No,0.05635913621453426,3,71.1,Two year,DSL,Mailed check,Low Risk (Loyal)
1133-KXCGE,No,0.0563234823201894,18,20.1,One year,No,Mailed check,Low Risk (Loyal)
2434-EEVDB,No,0.05617296038469531,64,94.6,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
7971-HLVXI,No,0.056158036636720136,72,84.5,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
2380-DAMQP,No,0.05615537390531929,72,115.15,Two year,Fiber optic,Electronic check,Low Risk (Loyal)
6993-YGFJV,No,0.056154735491894384,69,112.55,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
6867-ACCZI,No,0.05603177746179126,24,52.5,Two year,DSL,Mailed check,Low Risk (Loyal)
9298-WGMRW,No,0.05598518875737867,72,115.5,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
3244-CQPHU,No,0.055875576168228844,72,110.1,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
8975-SKGRX,No,0.05578742766740302,71,116.1,Two year,Fiber optic,Bank transfer (automatic),Low Risk (Loyal)
0565-JUPYD,No,0.05576642381756062,63,104.5,One year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
4598-ZADCK,No,0.0557570879255727,53,53.6,One year,DSL,Electronic check,Low Risk (Loyal)
8570-KLJYJ,No,0.05574127615060395,36,54.45,One year,DSL,Mailed check,Low Risk (Loyal)
1272-ILHFG,No,0.05573180888644946,15,19.65,One year,No,Mailed check,Low Risk (Loyal)
7996-BPXHY,No,0.05569933741655159,13,25.0,Two year,No,Bank transfer (automatic),Low Risk (Loyal)
2878-RMWXY,No,0.05567757276690605,72,102.65,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
3549-ZTMNH,No,0.055516689227747815,12,24.0,Two year,No,Bank transfer (automatic),Low Risk (Loyal)
8461-EFQYM,No,0.05549939762764822,38,24.25,One year,No,Electronic check,Low Risk (Loyal)
7753-USQYQ,No,0.05542042943464449,55,64.2,One year,DSL,Electronic check,Low Risk (Loyal)
9070-BCKQP,No,0.055370848309164764,72,110.15,Two year,Fiber optic,Credit card (automatic),Low Risk (Loyal)
8612-GXIDD,No,0.055362308808955187,12,25.4,Two year,No,Bank transfer (automatic),Low Risk (Loyal)
5982-PSMKW,No,0.05535035924777452,23,91.1,Two year,DSL,Credit card (automatic),Low Risk (Loyal)
8746-BFOAJ,No,0.055317618546442314,21,20.5,One year,No,Bank transfer (automatic),Low Risk (Loyal)
4359-INNWN,No,0.055265460671381474,17,20.05,One year,No,Credit card (automatic),Low Risk (Loyal)
9046-JBFWA,No,0.05523053864658571,27,19.15,Month-to-month,No,Mailed check,Low Risk (Loyal)
6171-ZTVYB,No,0.05522095260383525,43,66.25,Month-to-month,DSL,Bank transfer (automatic),Low Risk (Loyal)
